iter	Logloss
283	0.5243840501
284	0.5243594758
285	0.5243223274
286	0.5243005401
287	0.5242720969
288	0.5242388474
289	0.5241963946
290	0.524160046
291	0.5241346133
292	0.5241066774
293	0.5240868783
294	0.5240555541
295	0.5240284142
296	0.5240014599
297	0.5239548398
298	0.523916347
299	0.5238808497
300	0.5238625848
301	0.5238374974
302	0.5238038416
303	0.5237745877
304	0.5237499641
305	0.523727067
306	0.5237059664
307	0.5236734398
308	0.5236489091
309	0.5236121446
310	0.5235858642
311	0.5235592092
312	0.5235319969
313	0.5235061668
314	0.5234620867
315	0.523442316
316	0.5234106934
317	0.523392052
318	0.5233584593
319	0.5233211018
320	0.5232885852
321	0.5232644914
322	0.5232352033
323	0.5232082144
324	0.5231749772
325	0.5231391954
326	0.5231074433
327	0.5230746477
328	0.5230360855
329	0.5229968459
330	0.5229625462
331	0.5229362817
332	0.5229183903
333	0.5228974363
334	0.5228683251
335	0.5228275672
336	0.5228034763
337	0.5227651621
338	0.5227260704
339	0.5226931438
340	0.5226512229
341	0.5226162866
342	0.5225865356
343	0.5225524728
344	0.522517943
345	0.5224864253
346	0.5224622499
347	0.5224230032
348	0.5223780677
349	0.522348883
350	0.5223139312
351	0.5222871945
352	0.5222498137
353	0.5222130542
354	0.5221892429
355	0.5221641846
356	0.5221379198
357	0.5221086012
358	0.5220752438
359	0.5220509705
360	0.5220202862
361	0.5219998429
362	0.5219673546
363	0.5219342379
364	0.5219042474
365	0.5218874558
366	0.5218645004
367	0.5218354072
368	0.5218065361
369	0.5217753839
370	0.5217441886
371	0.5217071838
372	0.5216794144
373	0.5216529811
374	0.5216304203
375	0.5216015134
376	0.5215776739
377	0.5215353645
378	0.5215080202
379	0.5214753333
380	0.5214465212
381	0.5214204061
382	0.5213877103
383	0.5213454445
384	0.5213208392
385	0.5212971385
386	0.5212822785
387	0.5212492364
388	0.5212255518
389	0.5211949898
390	0.521168736
391	0.5211420456
392	0.5211115124
393	0.5210820826
394	0.5210571175
395	0.5210391995
396	0.5210135788
397	0.5209767961
398	0.520940958
399	0.5209221281
400	0.5208981395
401	0.5208647005
402	0.5208400689
403	0.5208132111
404	0.5207881854
405	0.5207682345
406	0.5207361817
407	0.5207034186
408	0.5206832517
409	0.5206596024
410	0.5206294509
411	0.520601052
412	0.5205795596
413	0.5205554443
414	0.5205267437
415	0.5205031874
416	0.5204790981
417	0.5204522392
418	0.5204287097
419	0.5203827919
420	0.5203583624
421	0.520331767
422	0.520308153
423	0.5202672459
424	0.5202370618
425	0.5202190084
426	0.5201853516
427	0.5201621423
428	0.5201427754
429	0.5201020826
430	0.5200776752
431	0.5200403661
432	0.5200151229
433	0.5199876841
434	0.519954244
435	0.5199256882
436	0.5199016185
437	0.5198768146
438	0.5198493898
439	0.5198151956
440	0.5197911066
441	0.5197596343
442	0.519731673
443	0.5197011622
444	0.5196623905
445	0.5196340582
446	0.519606893
447	0.5195768489
448	0.5195482363
449	0.5195188126
450	0.5194956403
451	0.5194553697
452	0.5194225784
453	0.519400472
454	0.5193662121
455	0.5193393423
456	0.5193148998
457	0.5192792008
458	0.5192543608
459	0.519230154
460	0.5191923456
461	0.5191626662
462	0.5191453962
463	0.5191207403
464	0.5190993734
465	0.519077641
466	0.5190493194
467	0.5190292857
468	0.5190114022
469	0.5189843102
470	0.5189414223
471	0.518909123
472	0.5188780051
473	0.5188564606
474	0.5188271682
475	0.5188089147
476	0.5187769351
477	0.518759558
478	0.5187423158
479	0.5187163739
480	0.5186830681
481	0.518660239
482	0.5186274144
483	0.5186052643
484	0.5185704147
485	0.5185437876
486	0.5185222882
487	0.5185040361
488	0.5184780069
489	0.5184549943
490	0.5184357023
491	0.5184143382
492	0.5183858559
493	0.5183507154
494	0.5183247172
495	0.5182976234
496	0.5182648336
497	0.5182424586
498	0.5182103949
499	0.5181699196
500	0.5181384531
501	0.5181184377
502	0.518085432
503	0.5180663252
504	0.518049827
505	0.5180249357
506	0.5179998055
507	0.5179758712
508	0.517952705
509	0.5179216083
510	0.5179038858
511	0.5178896067
512	0.5178659382
513	0.5178414127
514	0.5178178505
515	0.5177931064
516	0.5177728047
517	0.5177454172
518	0.5177170437
519	0.5177029071
520	0.5176777111
521	0.5176621673
522	0.5176314364
523	0.5176006934
524	0.517576111
525	0.5175389571
526	0.517517565
527	0.5174802798
528	0.5174608552
529	0.5174344333
530	0.5174033963
531	0.5173823182
532	0.5173585732
533	0.5173387496
534	0.5173074006
535	0.5172747673
536	0.5172484784
537	0.5172235195
538	0.517193149
539	0.517157456
540	0.5171309454
541	0.517105993
542	0.5170909291
543	0.5170604555
544	0.5170236232
545	0.5169982302
546	0.5169734958
547	0.5169493929
548	0.5169172873
549	0.5168977744
550	0.5168779832
551	0.5168495174
552	0.516828715
553	0.5168011031
554	0.5167836188
555	0.5167571153
556	0.5167433729
557	0.5167204159
558	0.5166931582
559	0.5166706257
560	0.5166392896
561	0.5166246149
562	0.5166011422
563	0.516581199
564	0.5165493017
565	0.5165150529
566	0.5164743372
567	0.5164457056
568	0.5164162305
569	0.516393861
570	0.5163769254
571	0.5163582087
572	0.5163337199
573	0.5162953742
574	0.5162724963
575	0.5162515118
576	0.5162251597
577	0.5161982582
578	0.5161758103
579	0.5161417537
580	0.5161220077
581	0.516097228
582	0.5160718465
583	0.5160467201
584	0.5160275579
585	0.5160075603
586	0.5159822536
587	0.5159516082
588	0.5159315917
589	0.5158967469
590	0.515875977
591	0.5158556658
592	0.5158201347
593	0.5157990377
594	0.5157676162
595	0.5157415315
596	0.5157262912
597	0.5157022109
598	0.5156835555
599	0.5156588183
600	0.5156334359
601	0.5155967343
602	0.5155762997
603	0.5155422816
604	0.5155087589
605	0.5154828495
606	0.5154634724
607	0.5154380201
608	0.5154059742
609	0.5153814626
610	0.5153521713
611	0.5153155887
612	0.5152928855
613	0.5152713683
614	0.5152482187
615	0.515223933
616	0.5151968623
617	0.5151726241
618	0.5151411114
619	0.5151209619
620	0.5151026498
621	0.5150843812
622	0.5150561226
623	0.5150240768
624	0.514991566
625	0.514968035
626	0.5149407323
627	0.5149150157
628	0.5148966765
629	0.5148683661
630	0.5148491611
631	0.5148202969
632	0.514801282
633	0.5147764177
634	0.5147577325
635	0.5147428156
636	0.5147280778
637	0.5146865721
638	0.5146598402
639	0.5146371884
640	0.5146097697
641	0.5145818986
642	0.5145535935
643	0.5145396684
644	0.5145216724
645	0.5144978107
646	0.5144594123
647	0.5144324792
648	0.5144036079
649	0.5143889615
650	0.5143683917
651	0.5143492628
652	0.5143299221
653	0.5142925711
654	0.5142683245
655	0.5142494809
656	0.5142175518
657	0.5141921375
658	0.5141748728
659	0.5141457177
660	0.5141258262
661	0.5140996243
662	0.5140817459
663	0.5140466495
664	0.514030547
665	0.514005025
666	0.5139739955
667	0.5139438056
668	0.5139167133
669	0.513888293
670	0.5138523608
671	0.513816988
672	0.5137883097
673	0.5137594173
674	0.5137326379
675	0.5137113286
676	0.5136842647
677	0.5136593493
678	0.5136366383
679	0.5136087828
680	0.5135844974
681	0.5135606742
682	0.5135420891
683	0.5135207831
684	0.5134960803
685	0.5134637235
686	0.5134444651
687	0.5134207052
688	0.5133943012
689	0.5133715629
690	0.513342516
691	0.5133209167
692	0.5132913273
693	0.513265494
694	0.5132420364
695	0.513223333
696	0.5132006095
697	0.513174527
698	0.5131460099
699	0.5131259677
700	0.5131004911
701	0.513086435
702	0.5130701013
703	0.5130382565
704	0.5130255187
705	0.5130075041
706	0.5129820407
707	0.5129696726
708	0.5129449096
709	0.5129229748
710	0.5129084191
711	0.5128811341
712	0.5128522573
713	0.5128265056
714	0.5128047423
715	0.5127751148
716	0.5127504547
717	0.5127330604
718	0.5127167193
719	0.5126922056
720	0.5126697028
721	0.5126497164
722	0.512622328
723	0.5125941482
724	0.5125653008
725	0.5125410986
726	0.5125140553
727	0.5124920997
728	0.5124603217
729	0.5124337304
730	0.5123919055
731	0.5123613807
732	0.5123398831
733	0.5123146227
734	0.5122929582
735	0.5122620716
736	0.5122456667
737	0.5122228439
738	0.5122010104
739	0.5121735511
740	0.5121478377
741	0.5121225325
742	0.5121005164
743	0.5120864182
744	0.5120713589
745	0.5120487328
746	0.5120190006
747	0.5119950326
748	0.5119722332
749	0.5119501694
750	0.5119257428
751	0.5119076997
752	0.5118787577
753	0.5118506196
754	0.5118274225
755	0.5118051403
756	0.5117819484
757	0.5117494255
758	0.5117218736
759	0.5117027956
760	0.5116753679
761	0.5116539705
762	0.5116289498
763	0.5116007978
764	0.5115893227
765	0.5115722308
766	0.5115521234
767	0.5115317382
768	0.5115125766
769	0.5114946915
770	0.5114717222
771	0.5114525142
772	0.5114217442
773	0.5113991608
774	0.5113743895
775	0.5113475968
776	0.5113232673
777	0.5113045434
778	0.5112762643
779	0.5112500186
780	0.5112152131
781	0.511195934
782	0.5111724989
783	0.5111426754
784	0.5111220599
785	0.5110938101
786	0.5110660855
787	0.5110317141
788	0.5110165638
789	0.5109893983
790	0.5109718317
791	0.5109594157
792	0.5109311859
793	0.5109029447
794	0.5108762078
795	0.5108606967
796	0.5108389668
797	0.5108229836
798	0.5107968241
799	0.5107705417
800	0.5107391066
801	0.5107193194
802	0.5106828252
803	0.5106669686
804	0.5106409875
805	0.5106246922
806	0.5105937069
807	0.5105667775
808	0.5105332515
809	0.5105129052
810	0.5104925951
811	0.5104709095
812	0.5104492613
813	0.5104278669
814	0.5104103622
815	0.5103851382
816	0.510360999
817	0.510344399
818	0.5103173758
819	0.5102913229
820	0.5102622817
821	0.5102487124
822	0.5102102897
823	0.5101858598
824	0.5101586922
825	0.5101340436
826	0.5101150139
827	0.5100868729
828	0.5100695484
829	0.5100503035
830	0.5100332779
831	0.5100046112
832	0.5099939573
833	0.5099670821
834	0.5099377498
835	0.5099155035
836	0.5098990313
837	0.5098765883
838	0.5098449914
839	0.5098267833
840	0.509797866
841	0.5097798304
842	0.5097583456
843	0.5097407855
844	0.5097138874
845	0.5096907904
846	0.5096643206
847	0.5096448802
848	0.5096249515
849	0.5096025252
850	0.5095684457
851	0.5095437907
852	0.5095139536
853	0.50949954
854	0.5094672915
855	0.5094436832
856	0.5094241449
857	0.5094086997
858	0.5093855619
859	0.5093630245
860	0.509338495
861	0.5093128979
862	0.5092909794
863	0.5092747692
864	0.509251861
865	0.5092292308
866	0.5092056668
867	0.5091897878
868	0.5091682748
869	0.509145161
870	0.5091192688
871	0.5090943505
872	0.5090729385
873	0.5090553015
874	0.5090372852
875	0.509023187
876	0.508997171
877	0.508969713
878	0.5089248012
879	0.5089060768
880	0.5088762376
881	0.5088521256
882	0.5088280706
883	0.5088062144
884	0.5087891903
885	0.5087714708
886	0.5087397593
887	0.5087162705
888	0.5086976987
889	0.5086746584
890	0.5086576576
891	0.5086386493
892	0.5086145736
893	0.5086019089
894	0.5085816721
895	0.5085511236
896	0.5085199169
897	0.5084957082
898	0.5084712404
899	0.5084563371
900	0.5084358785
901	0.5084094692
902	0.508375396
903	0.5083528191
904	0.5083341949
905	0.508314682
906	0.5082818097
907	0.5082605594
908	0.5082314578
909	0.5082089093
910	0.5081887234
911	0.5081663589
912	0.5081498067
913	0.5081214606
914	0.5080982435
915	0.5080778087
916	0.5080617684
917	0.5080440467
918	0.5080135497
919	0.5079900848
920	0.5079657104
921	0.5079371021
922	0.507925579
923	0.5079060485
924	0.5078836671
925	0.5078589933
926	0.507835285
927	0.5078166708
928	0.5077933796
929	0.5077678552
930	0.507753413
931	0.5077280282
932	0.5077091166
933	0.5076930517
934	0.5076741198
935	0.5076493056
936	0.5076287348
937	0.5076015619
938	0.5075856122
939	0.5075701495
940	0.5075528391
941	0.5075288051
942	0.5075101484
943	0.5074917657
944	0.5074666915
945	0.5074460974
946	0.5074145364
947	0.5073987513
948	0.5073835045
949	0.5073677464
950	0.5073510635
951	0.5073282658
952	0.5073134544
953	0.5072908288
954	0.5072741116
955	0.5072436128
956	0.5072283117
957	0.507205237
958	0.5071800843
959	0.5071619695
960	0.5071488867
961	0.507127494
962	0.5071040301
963	0.5070865461
964	0.5070569732
965	0.507040695
966	0.5070249472
967	0.507004384
968	0.5069883134
969	0.5069696486
970	0.5069554499
971	0.5069368906
972	0.506916141
973	0.5068917849
974	0.5068698556
975	0.5068451839
976	0.5068310739
977	0.5068082204
978	0.5067884616
979	0.5067650499
980	0.5067436228
981	0.5067247444
982	0.5067066758
983	0.5066757457
984	0.5066535622
985	0.5066360857
986	0.5066125504
987	0.5065905724
988	0.5065753752
989	0.506548928
990	0.5065222228
991	0.5065018284
992	0.5064826533
993	0.5064536254
994	0.5064324704
995	0.5064054781
996	0.5063816249
997	0.5063613901
998	0.5063382392
999	0.506320546
